"miRNA_id_and_region";"TCGA-2G-AAEW-01A-11R-A439-13";"TCGA-2G-AAEX-01A-11R-A439-13";"TCGA-2G-AAF1-01A-11R-A439-13";"TCGA-2G-AAF4-01A-11R-A439-13";"TCGA-2G-AAF6-01A-11R-A439-13";"TCGA-2G-AAF8-01A-11R-A439-13";"TCGA-2G-AAFE-01A-11R-A439-13";"TCGA-2G-AAFG-01A-11R-A439-13";"TCGA-2G-AAFG-05A-11R-A439-13";"TCGA-2G-AAFH-01A-12R-A439-13";"TCGA-2G-AAFI-01A-21R-A439-13";"TCGA-2G-AAFJ-01A-11R-A439-13";"TCGA-2G-AAFL-01A-21R-A439-13";"TCGA-2G-AAFM-01A-11R-A439-13";"TCGA-2G-AAFN-01A-31R-A439-13";"TCGA-2G-AAFO-01A-31R-A439-13";"TCGA-2G-AAFV-01A-11R-A439-13";"TCGA-2G-AAFY-01A-11R-A439-13";"TCGA-2G-AAFZ-01A-11R-A439-13";"TCGA-2G-AAG0-01A-11R-A439-13";"TCGA-2G-AAG3-01A-11R-A439-13";"TCGA-2G-AAG5-01A-11R-A439-13";"TCGA-2G-AAG6-01A-11R-A439-13";"TCGA-2G-AAG7-01A-11R-A439-13";"TCGA-2G-AAG8-01A-31R-A439-13";"TCGA-2G-AAG9-01A-11R-A439-13";"TCGA-2G-AAGA-01A-11R-A439-13";"TCGA-2G-AAGC-01A-21R-A439-13";"TCGA-2G-AAGE-01A-21R-A439-13";"TCGA-2G-AAGF-01A-31R-A439-13";"TCGA-2G-AAGG-01A-11R-A439-13";"TCGA-2G-AAGI-01A-11R-A439-13";"TCGA-2G-AAGI-05A-11R-A439-13";"TCGA-2G-AAGJ-01A-11R-A439-13";"TCGA-2G-AAGK-01A-11R-A439-13";"TCGA-2G-AAGM-01A-11R-A439-13";"TCGA-2G-AAGN-01A-11R-A439-13";"TCGA-2G-AAGO-01A-11R-A439-13";"TCGA-2G-AAGP-01A-11R-A439-13";"TCGA-2G-AAGS-01A-11R-A439-13";"TCGA-2G-AAGT-01A-11R-A439-13";"TCGA-2G-AAGV-01A-11R-A439-13";"TCGA-2G-AAGW-01A-11R-A439-13";"TCGA-2G-AAGX-01A-11R-A439-13";"TCGA-2G-AAGY-01A-11R-A439-13";"TCGA-2G-AAGY-05A-11R-A439-13";"TCGA-2G-AAGZ-01A-11R-A439-13";"TCGA-2G-AAH0-01A-11R-A439-13";"TCGA-2G-AAH2-01A-11R-A439-13";"TCGA-2G-AAH3-01A-11R-A439-13";"TCGA-2G-AAH4-01A-12R-A439-13";"TCGA-2G-AAH8-01A-11R-A439-13";"TCGA-2G-AAHA-01A-11R-A439-13";"TCGA-2G-AAHC-01A-11R-A439-13";"TCGA-2G-AAHG-01A-11R-A439-13";"TCGA-2G-AAHL-01A-11R-A439-13";"TCGA-2G-AAHN-01A-11R-A439-13";"TCGA-2G-AAHP-01A-12R-A439-13";"TCGA-2G-AAHP-05A-11R-A439-13";"TCGA-2G-AAHT-01A-11R-A439-13";"TCGA-2G-AAKD-01A-31R-A439-13";"TCGA-2G-AAKG-01A-11R-A439-13";"TCGA-2G-AAKG-05A-11R-A439-13";"TCGA-2G-AAKH-01A-11R-A439-13";"TCGA-2G-AAKL-01A-11R-A439-13";"TCGA-2G-AAKM-01A-11R-A439-13";"TCGA-2G-AAKO-01A-11R-A439-13";"TCGA-2G-AAKO-05A-11R-A439-13";"TCGA-2G-AAL5-01A-11R-A439-13";"TCGA-2G-AAL7-01A-11R-A439-13";"TCGA-2G-AALF-01A-11R-A439-13";"TCGA-2G-AALG-01A-11R-A439-13";"TCGA-2G-AALN-01A-11R-A439-13";"TCGA-2G-AALO-01A-12R-A439-13";"TCGA-2G-AALP-01A-12R-A439-13";"TCGA-2G-AALQ-01A-12R-A439-13";"TCGA-2G-AALR-01A-21R-A439-13";"TCGA-2G-AALS-01A-12R-A439-13";"TCGA-2G-AALT-01A-11R-A439-13";"TCGA-2G-AALW-01A-11R-A439-13";"TCGA-2G-AALX-01A-11R-A439-13";"TCGA-2G-AALY-01A-11R-A439-13";"TCGA-2G-AALZ-01A-11R-A439-13";"TCGA-2G-AAM2-01A-11R-A439-13";"TCGA-2G-AAM3-01A-11R-A439-13";"TCGA-2G-AAM4-01A-11R-A439-13";"TCGA-2X-A9D5-01A-11R-A439-13";"TCGA-2X-A9D6-01A-11R-A439-13";"TCGA-4K-AA1G-01A-11R-A439-13";"TCGA-4K-AA1H-01A-11R-A439-13";"TCGA-4K-AA1I-01A-11R-A439-13";"TCGA-4K-AAAL-01A-11R-A439-13";"TCGA-S6-A8JW-01A-11R-A439-13";"TCGA-S6-A8JX-01A-11R-A439-13";"TCGA-S6-A8JY-01A-11R-A43A-13";"TCGA-SB-A6J6-01A-11R-A43A-13";"TCGA-SB-A76C-01A-11R-A43A-13";"TCGA-SN-A6IS-01A-11R-A43A-13";"TCGA-SN-A84W-01A-11R-A43A-13";"TCGA-SN-A84X-01A-11R-A43A-13";"TCGA-SN-A84Y-01A-11R-A43A-13";"TCGA-SO-A8JP-01A-11R-A43A-13";"TCGA-VF-A8A8-01A-11R-A43A-13";"TCGA-VF-A8A9-01A-11R-A43A-13";"TCGA-VF-A8AA-01A-11R-A43A-13";"TCGA-VF-A8AB-01A-31R-A43A-13";"TCGA-VF-A8AC-01A-11R-A43A-13";"TCGA-VF-A8AD-01A-11R-A43A-13";"TCGA-VF-A8AE-01A-11R-A43A-13";"TCGA-W4-A7U2-01A-11R-A43A-13";"TCGA-W4-A7U3-01A-12R-A43A-13";"TCGA-W4-A7U4-01A-12R-A43A-13";"TCGA-WZ-A7V3-01A-11R-A43A-13";"TCGA-WZ-A7V4-01A-11R-A43A-13";"TCGA-WZ-A7V5-01A-11R-A43A-13";"TCGA-WZ-A8D5-01A-11R-A43A-13";"TCGA-X3-A8G4-01A-11R-A43A-13";"TCGA-XE-A8H1-01A-11R-A43A-13";"TCGA-XE-A8H4-01A-31R-A43A-13";"TCGA-XE-A8H5-01A-11R-A43A-13";"TCGA-XE-A9SE-01A-21R-A43A-13";"TCGA-XE-AANI-01A-11R-A43A-13";"TCGA-XE-AANJ-01A-11R-A43A-13";"TCGA-XE-AANR-01A-11R-A43A-13";"TCGA-XE-AANV-01A-11R-A43A-13";"TCGA-XE-AAO3-01A-11R-A43A-13";"TCGA-XE-AAO4-01A-11R-A43A-13";"TCGA-XE-AAO6-01A-31R-A43A-13";"TCGA-XE-AAOB-01A-11R-A43A-13";"TCGA-XE-AAOC-01A-11R-A43A-13";"TCGA-XE-AAOD-01A-11R-A43A-13";"TCGA-XE-AAOF-01A-11R-A43A-13";"TCGA-XE-AAOJ-01A-12R-A43A-13";"TCGA-XE-AAOL-01A-11R-A43A-13";"TCGA-XY-A89B-01A-11R-A43A-13";"TCGA-XY-A8S2-01A-11R-A43A-13";"TCGA-XY-A8S3-01B-11R-A43A-13";"TCGA-XY-A9T9-01A-11R-A43A-13";"TCGA-YU-A90P-01A-11R-A43A-13";"TCGA-YU-A90Q-01A-11R-A43A-13";"TCGA-YU-A90S-01A-11R-A43A-13";"TCGA-YU-A90W-01A-11R-A43A-13";"TCGA-YU-A90Y-01A-11R-A43A-13";"TCGA-YU-A912-01A-11R-A43A-13";"TCGA-YU-A94D-01A-11R-A43A-13";"TCGA-YU-A94I-01A-11R-A43A-13";"TCGA-YU-AA4L-01A-11R-A43A-13";"TCGA-YU-AA61-01A-11R-A43A-13";"TCGA-ZM-AA05-01A-12R-A43A-13";"TCGA-ZM-AA06-01A-12R-A43A-13";"TCGA-ZM-AA0B-01A-11R-A43A-13";"TCGA-ZM-AA0D-01A-11R-A43A-13";"TCGA-ZM-AA0E-01A-12R-A43A-13";"TCGA-ZM-AA0F-01A-21R-A43A-13";"TCGA-ZM-AA0H-01A-11R-A43A-13";"TCGA-ZM-AA0N-01A-21R-A43A-13"
"hsa-mir-1305, unannotated";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,485987;NA;0,190861;NA;NA;NA;0,115976;NA;0,295631;0,287518;NA;NA;NA;NA;NA;NA;NA;0,169473;NA;NA;NA;NA;NA;NA;NA;0,125078;NA;0,264849;NA;0,477835;NA;NA;NA;0,093308;0,158886;NA;NA;NA;0,706551;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,370198;NA;NA;NA;NA;NA;NA;NA;0,613528;NA;0,1392;0,071734;0,489064;NA;NA;0,533386;0,227324;NA;0,096004;0,164918;0,314835;NA;NA;NA;NA;0,486341;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,250428;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,251697;NA;NA;NA;NA;NA;NA;0,202771;0,170056;NA;NA;NA;0,289503;NA;NA;NA;NA;NA;NA;NA;0,087517;NA;NA;0,453819;NA;NA;NA;NA;0,247813;NA;0,153184;NA;NA;NA;NA;0,084959;NA;0,844917;0,079044;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-1306, mature,MIMAT0005950";3,489404;2,525283;1,827179;4,957349;4,101621;1,337625;2,609424;2,14597;3,040692;1,762037;5,345856;6,679155;1,145166;3,023277;2,095604;1,125747;3,131361;1,65592;3,251946;1,43759;1,96814;1,71015;1,560413;2,206531;1,690803;2,210494;1,49649;4,914719;2,846256;3,11791;2,660774;2,857968;5,944067;3,595765;5,011452;13,133216;2,147736;2,648494;3,030444;5,4951;1,31607;1,07304;2,372605;5,97169;7,308756;3,133472;1,277003;3,501628;7,489445;0,514687;5,030311;1,772878;0,728579;1,941178;1,259637;2,434212;0,776622;5,844858;6,539118;2,114233;5,182776;3,413739;2,411781;1,977747;1,888117;3,835712;1,837015;1,465953;12,117183;2,78506;5,707214;1,865088;12,063586;1,526196;4,395537;8,534178;9,774918;1,831148;2,784116;2,061475;5,037366;2,872645;3,726423;2,817885;1,042592;2,431704;3,484495;1,978899;3,24202;2,064636;3,0257;3,791812;1,674648;6,223871;4,074513;3,754771;4,229509;3,717068;3,380773;1,079191;3,027534;5,750681;1,56077;1,739918;0,172724;0,588976;2,120899;1,523567;3,913076;2,76867;2,799156;3,410002;1,196697;1,11025;0,800584;2,550219;5,880368;1,530506;2,727437;4,083361;2,726571;2,895022;2,707691;0,699692;1,670277;1,749372;1,046468;2,290795;1,394941;1,312759;1,090537;2,519875;5,748387;2,568676;1,801571;0,929288;6,429931;3,965014;1,454993;3,370042;1,742635;2,215718;1,556615;2,110936;7,22154;1,015091;4,224585;3,082732;0,857397;2,456698;2,57322;1,211056;1,572783;0,449789;0,757799;1,451887
"hsa-mir-1306, mature,MIMAT0022726";11,005047;7,295264;9,440421;10,844202;8,203244;10,700996;11,742404;7,510894;5,847482;5,990924;18,953486;25,60343;6,107552;5,710633;10,478022;6,754479;14,265088;4,553777;13,451223;6,90043;13,186543;8,636252;8,192172;17,928067;7,27046;11,902662;4,19017;16,269421;10,317684;13,251119;12,306075;19,053133;18,426607;5,136806;11,275766;30,76925;5,727293;4,50244;13,131922;24,608493;5,26428;5,428324;6,643294;31,537991;37,65598;10,743332;6,385017;10,63956;31,088266;4,632183;23,474779;14,183035;9,957242;8,007363;10,496985;9,515551;7,507342;9,843982;15,693885;10,186756;10,365551;13,939433;13,609344;6,92211;1,678326;9,3153;6,691989;4,560741;28,835828;6,127129;8,212819;11,1188;35,212626;9,258924;13,186615;51,382884;25,232928;9,338842;10,848452;18,223445;30,853877;23,186346;14,719372;2,25431;7,558794;11,672176;12,311875;9,696602;7,456646;6,193906;9,682244;10,500404;8,931454;21,338986;14,84287;20,114843;16,472822;16,72681;28,673961;11,871088;12,488572;32,374205;14,983386;7,177154;9,154386;11,926764;10,218877;4,570699;10,652265;16,612018;34,031849;5,797006;15,557068;13,322972;13,209627;18,944493;29,401845;5,781912;7,273168;17,014007;28,257214;31,169733;17,406582;12,419543;13,362213;11,954046;7,586903;8,24686;15,20486;14,877963;9,970629;14,456127;50,827835;25,920287;4,632614;11,33732;39,943511;22,0554;4,655981;8,578285;6,776916;19,69526;9,65102;10,413956;38,571519;11,166008;29,853739;24,029505;6,751995;7,677187;11,793926;6,509422;11,638593;4,048091;7,325374;6,714973
"hsa-mir-1306, precursor";NA;NA;NA;NA;NA;NA;0,186387;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,20699;NA;NA;NA;NA;NA;NA;NA;NA;0,299298;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,307624;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,19789;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,21749;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-1307, mature,MIMAT0005951";695,196848;772,736813;413,094535;737,715609;746,905325;759,324803;579,664762;1092,298509;1060,265558;963,481785;951,562181;2585,80732;847,422691;884,140333;1184,016613;732,410717;1140,859167;776,626041;1505,206659;866,291513;1091,727764;1217,283994;679,950241;1351,776257;527,023879;767,721747;515,989539;1258,50755;722,237954;794,677415;1106,881349;1371,11109;743,998973;970,342653;821,460371;3013,135092;728,082098;1139,117464;903,216441;2080,731621;1221,312963;466,141584;1164,000174;1305,37413;1282,845508;407,798943;325,984103;717,160224;1481,214558;451,209032;1543,559781;944,438209;794,636305;1090,457238;245,629475;1058,438976;927,803962;849,658704;864,471528;958,900476;794,445546;991,975721;1303,913031;821,555531;441,819262;551,794578;578,660266;998,313664;2667,620907;790,399792;1299,992063;984,551967;1358,29452;718,02453;1250,930303;1587,179952;2100,698022;1213,683125;713,88572;1091,262764;843,129437;1254,935307;885,211823;730,959955;683,766744;982,894427;653,923181;615,635237;642,892504;441,242032;1198,78282;581,897307;332,510586;579,26455;780,851418;847,237159;778,897335;1202,704075;1944,695569;500,080026;1348,008792;405,955491;841,566914;704,013533;652,725051;1648,102143;556,639569;1010,632209;1150,009749;791,336178;1516,111576;827,607935;1032,750021;803,153104;513,174001;1692,981904;1417,169017;810,658175;988,423481;1450,954572;1443,844489;1659,040375;886,188419;940,036877;387,086593;1528,660118;641,224035;1012,989264;915,221041;733,221043;778,176413;741,771775;2527,928458;891,564463;1378,202774;699,010867;1227,532263;1027,682499;798,064275;450,359921;897,263607;563,776822;774,779905;874,068672;2755,314775;2115,24781;4492,142831;983,707835;1053,632592;686,033444;494,701631;821,246876;848,044489;773,095416;1048,033346;961,692899
"hsa-mir-1307, mature,MIMAT0022727";422,218009;459,040459;346,70706;742,363126;541,003913;601,48512;357,863776;711,388911;625,914546;476,454782;349,910506;398,52296;413,786576;765,224801;611,916549;409,5466;677,417749;397,834556;424,969965;448,527966;416,852246;338,609483;78,069446;536,738746;339,51362;665,698923;175,089259;679,756772;279,644843;349,985444;465,856915;529,677101;653,649163;302,557872;393,816538;1190,619883;388,739999;512,748528;352,108662;770,747527;613,727311;144,292438;312,234862;617,603386;542,913439;398,846166;172,047165;520,665056;611,732287;323,909755;758,272578;473,358811;867,251294;674,074367;136,04094;825,639938;951,361483;367,303583;474,740036;507,992376;220,267987;461,708231;822,417863;381,90268;152,308065;140,551448;782,437909;656,095196;956,030421;375,425975;981,362465;619,281393;759,842866;214,379719;591,599526;712,781944;862,693322;425,924405;359,630972;594,199748;399,526235;462,700967;341,619844;699,39962;382,283822;797,598644;317,553459;491,954096;351,434935;310,875068;1016,938177;197,465903;384,982876;469,90225;487,195405;491,606746;488,174294;591,943208;162,27709;171,342161;619,508815;272,411896;458,866233;523,279752;328,003408;671,874393;486,071479;615,012865;796,093705;701,983653;441,530113;368,962417;550,081994;430,776063;244,978541;498,021576;455,018926;399,462146;720,225424;701,317395;871,511969;476,038052;319,120666;327,281169;171,829701;786,63456;425,912985;523,21743;296,704032;303,860523;430,91811;741,506528;723,99411;556,235347;649,080747;379,335595;466,851953;458,950563;382,663452;482,068936;461,895196;206,800233;348,578315;866,750757;604,400399;735,738368;2269,165819;457,113895;769,727318;361,749058;210,789641;392,836063;520,119272;223,004833;758,302269;417,961643
"hsa-mir-1307, precursor";NA;NA;NA;NA;NA;NA;0,186387;0,715323;NA;0,352407;NA;0,139149;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,085507;NA;NA;NA;NA;NA;0,338946;0,355782;0,779478;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,474521;NA;NA;NA;NA;0,134678;0,14131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,39555;NA;0,273979;NA;0,162884;0,153382;NA;0,1392;NA;NA;NA;0,399594;NA;NA;NA;NA;NA;NA;0,205189;0,093161;NA;NA;NA;NA;0,19789;NA;NA;1,21028;NA;NA;NA;0,582073;NA;NA;NA;NA;NA;NA;0,212988;0,312154;0,21749;0,172724;NA;NA;NA;0,434786;NA;NA;0,682001;0,398899;0,22205;NA;1,092951;NA;0,170056;NA;0,34028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,155791;NA;0,151273;0,233516;NA;NA;NA;NA;NA;0,459551;NA;NA;NA;0,140729;0,084959;NA;NA;0,158088;NA;NA;NA;NA;NA;NA;NA;0,181486
"hsa-mir-1307, stemloop";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,125214;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,079044;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-130a, mature,MIMAT0000425";628,898153;240,182538;480,547862;346,394812;269,066388;912,705738;407,070045;127,685191;145,48537;268,886834;505,426287;647,599809;156,887715;308,710093;589,3888;176,74221;286,577514;150,481644;469,166841;288,092963;329,466789;175,29026;277,314762;397,451455;217,437506;326,13296;194,842919;346,742048;456,112837;362,067347;306,321434;595,886737;296,014506;269,682315;319,480012;957,348942;252,35884;411,31119;238,394881;612,584208;519,189616;125,924503;480,215317;394,878007;475,545779;406,903665;220,805469;383,428199;564,817267;183,914861;606,059139;406,495929;317,174516;192,662004;390,907762;468,474872;257,70894;405,141386;924,195481;372,873708;256,54742;626,990102;450,141993;339,381148;284,26643;198,087129;475,524901;178,357557;1387,64756;319,16778;497,50205;440,950157;698,709831;209,088906;644,545786;582,10229;859,283465;220,286785;355,118785;763,075835;299,198658;426,177343;356,246055;723,63345;247,441892;532,542998;348,681598;503,431706;337,170047;350,840508;314,672924;230,717178;230,357083;289,854556;538,999933;122,030043;292,058676;235,801552;478,942794;297,192313;467,753754;320,760213;708,589353;205,092606;663,088512;260,3274;352,454845;202,38037;361,30741;359,171986;954,21773;482,515546;398,500298;402,797826;232,969789;404,756379;537,74964;206,618351;481,847355;536,28152;430,054966;373,457786;408,08764;234,571912;192,70816;302,641465;382,48451;456,784393;472,048164;334,666662;269,051183;630,632004;1542,231504;700,081261;178,613019;498,098674;626,431144;387,332468;246,039504;451,125841;156,35312;379,379951;505,589031;516,757393;1302,680812;621,845095;683,256332;243,931088;653,978851;570,568549;1140,794399;460,957926;610,711564;213,109502;290,236279;334,659691
"hsa-mir-130a, mature,MIMAT0004593";12,347125;5,331154;5,93833;16,731054;13,125189;34,332361;10,996854;5,007262;3,742388;10,924628;14,093618;8,90554;2,290332;8,73391;13,62143;5,178434;4,059171;2,690869;3,547575;7,475466;6,691679;1,966671;2,291858;9,929391;3,043449;4,761065;5,985958;10,168388;11,740814;9,74347;3,658563;9,050237;10,501184;9,759931;10,022903;11,882433;10,022763;12,712773;4,040592;11,945868;5,483625;0,820561;13,761111;2,985846;4,925466;37,154021;3,250553;7,811323;8,054687;4,803744;9,501696;3,799027;6,314348;6,794127;17,634935;8,630382;6,083536;4,92199;56,672363;14,415221;4,072181;11,379131;6,029457;9,888729;11,748281;8,219383;7,085634;5,212276;13,34424;11,697249;3,480009;6,743014;10,43337;2,543661;11,188643;6,934022;9,547594;3,845405;4,32018;8,41082;2,623629;7,181612;3,819584;18,598054;2,780246;21,885329;6,968987;10,488162;18,479513;10,323176;13,313084;7,583625;7,256807;8,00212;38,125805;3,754771;17,808456;8,828038;4,132055;3,569629;18,543638;13,631245;21,538619;6,524686;20,726912;9,276372;17,738428;10,918892;15,217519;22,149359;12,375219;27,62103;32,310835;11,768625;13,209627;10,929515;12,774595;9,353094;23,092306;15,993167;10,906294;7,141053;23,595589;5,772463;10,648013;12,828733;24,068792;23,366103;11,717507;4,638423;13,08645;8,090126;16,034971;12,843386;10,294698;17,842341;32,3445;10,903792;6,547473;9,956939;4,162963;7,878104;5,500044;6,192082;10,959748;7,714696;12,110479;3,794132;9,860057;13,818937;37,740566;8,023243;8,335749;4,228007;8,840968;10,707658
"hsa-mir-130a, precursor";5,099901;6,172915;1,827179;6,506522;9,023568;11,146871;1,491099;3,218956;2,806791;4,581294;9,719737;6,540006;4,580664;6,382472;24,623354;2,926941;18,092306;2,897858;6,947335;7,187948;1,771326;0,342028;0,341341;15,997352;9,468506;4,761064;7,18315;9,151549;16,0102;11,302426;2,217312;5,239612;4,160848;7,70521;12,528628;36,52285;7,159116;10,593977;3,607671;15,051795;22,153845;0,12624;10,439464;4,665382;6,196554;6,714582;1,277003;2,828238;5,228481;0,686249;7,079696;8,611127;2,185736;1,698531;5,458432;3,761962;1,164933;0,922872;7,846943;9,033539;11,846345;5,689565;4,479024;5,537688;14,055978;5,753567;2,230663;3,746324;27,915536;8,355178;22,132855;1,506418;5,70575;0,305238;13,786007;12,267886;29,779401;4,211635;1,344056;4,947542;4,197806;6,771234;1,397408;26,48814;0,521296;48,634066;2,555296;3,759907;11,022868;5,014114;12,102805;10,208725;6,140374;4,00106;8,440065;3,218374;7,123382;3,949386;4,883338;1,992351;19,678962;7,880563;13,422618;1,522428;2,072691;0,294488;1,735281;19,044578;3,260897;10,822982;12,964514;11,253012;6,781287;1,332298;2,40175;3,278854;13,991223;11,733881;13,819018;18,375128;7,68398;2,509019;6,962633;3,673386;2,505415;13,120295;6,278816;5,497906;2,510894;1,925383;2,492658;1,724125;15,429879;5,604386;4,632613;5,947447;14,808326;5,947524;3,200986;2,297756;0,871318;2,461907;2,179263;8,443749;8,920725;25,986343;22,249484;6,876864;5,358728;3,685048;4,71757;1,513819;1,100949;0,179916;2,273392;5,081601
"hsa-mir-130b, mature,MIMAT0000691";26,170539;36,195733;17,510459;75,289749;35,273946;68,664721;35,040828;43,634716;29,237412;89,863883;180,301109;118,276716;15,078017;43,669547;119,449462;13,959258;61,931359;28,564604;87,506859;54,340889;24,404947;21,633382;21,455688;71,712268;35,845062;41,999396;30,229086;128,121694;92,147601;97,044963;42,350629;169,334721;41,806601;50,85438;65,566487;252,658071;59,778619;138,51626;29,14998;159,357905;68,654985;6,122645;88,260918;104,971116;171,755759;20,591385;10,680391;71,379327;139,331955;7,891868;108,431116;57,491948;16,028728;28,632387;26,872284;34,964114;17,73286;49,835158;40,542538;23,448759;73,299262;176,661004;72,353477;59,925694;33,986097;36,439264;14,171272;14,822409;211,51387;70,183491;160,637203;67,788825;222,198203;34,593785;166,431071;211,043195;152,534182;49,624039;61,73057;132,676574;55,935771;76,125082;72,385771;92,990279;39,097208;120,126137;36,935626;18,601644;15,885896;19,614034;28,139021;58,335569;28,096865;41,788847;60,53563;36,474914;31,610009;108,491946;77,256916;90,153871;126,021037;32,587193;127,9831;27,403679;21,935983;19,877941;16,388765;57,133731;49,348244;52,353029;189,753348;115,940131;68,610662;20,428556;26,819546;66,670043;190,402304;44,214626;40,002421;128,625896;101,626821;97,272726;80,843902;18,541852;13,988566;109,044227;14,912187;127,368166;85,509905;69,13877;40,973052;62,068512;332,347486;302,169833;19,045193;74,900661;108,334593;104,577287;47,432809;27,266689;15,490092;41,852429;97,547965;80,215608;421,568004;97,042753;148,987056;73,511311;36,439334;53,74031;230,088796;21,042087;38,061344;12,863934;34,858666;70,59795
"hsa-mir-130b, mature,MIMAT0004680";16,239154;38,159842;9,135891;82,106104;31,172326;64,205974;16,588477;38,627453;35,318796;79,996476;114,692888;182,981037;13,932851;31,57644;126,260178;12,158064;81,647336;21,112969;103,766579;37,664849;30,506183;22,06092;15,6529;97,087378;25,192992;34,857798;30,827682;132,866943;70,444883;63,137686;45,898326;180,885681;29,125925;35,957641;86,029912;178,486665;41,164917;87,135467;30,304434;105,362572;63,829395;4,102803;105,343677;96,946656;126,473251;17,010275;11,957394;41,211461;148,658436;7,891868;195,064224;55,21253;9,957241;31,058863;18,054816;24,342106;17,34455;28,609073;40,542537;19,796903;48,125778;102,981132;60,983646;37,577166;22,447608;24,932129;7,348065;13,193573;201,08389;52,916124;174,418037;69,797382;165,466746;29,913449;114,284;320,920781;146,623766;38,087823;42,337763;121,049852;57,090169;82,896315;66,796137;93,553858;28,497523;154,169982;28,340544;16,029076;18,803715;16,074659;33,585282;51,043624;22,142563;45,345344;57,043189;52,834986;30,274375;141,713248;104,929168;60,600669;94,610387;37,272934;80,84786;29,361084;11,399802;16,491328;18,509664;59,165153;30,869826;47,067387;155,279526;84,568095;72,998553;20,206506;27,219838;64,848456;146,198149;39,282995;38,184129;111,61189;131,371259;118,116881;58,795566;22,39016;13,779782;114,000783;17,266744;83,843073;62,772361;65,375523;36,29932;24,668255;234,776192;84,999859;25,47938;72,112794;102,4892;75,087483;36,374852;15,624732;12,682513;30,035273;37,670119;42,64093;329,047335;69,432262;160,815898;74,934113;15,43313;41,763898;94,351416;12,564698;11,638593;8,635927;19,829024;38,29349
"hsa-mir-130b, precursor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,071734;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,251697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,084959;NA;NA;0,079044;0,107175;NA;NA;NA;NA;NA;NA;NA
